comentario;nota;data
Um dos lugares mais lindos da cidade! Sem dúvida alguma aproveitar uma tarde de sol no Jardim botânico é uma experiência incrível.;5.0;fev de 2016
Local muito bonito e familiar. Excelente para passar o dia com a família. A estufa que merece melhorar um pouco.;4.0;set de 2016
Ele  sempre está muito bem cuidado, tem espaço pra caminhar, sentar na  grama e tirar fotos e mais fotos. Nessa última visita tinha muitos fotógrafos profissionais com crianças, noivas, grávidas. A comida  é um pouco cara na lanchonete, mas supre uma necessidade imediata.;5.0;set de 2016
Achei o jardim muito bem cuidado... Clima familiar, muito bom e agradável. Gostaria de ter passar mais tempo e apreciar a natureza. A chuva atrapalhou, voltarei em uma nova oportunidade com roupas mais adequadas para caminhar. ;5.0;set de 2016
Ótimo local para passeios, caminhadas ou corridas. Local não permite entrada de animais. Ambiente muito agradável!;5.0;set de 2016
O mais bonito e agradável ponto turístico de Curtiba!ótimo lugar para caminhar, correr no entorno ou levar a família e curtir o pôr do sol.;5.0;ago de 2016
Para quem passa por Curitiba é indispensável conhecer o jardim botânico. É uma área muito bem planejada e ampla que se pode apreciar e tirar fotos lindíssimas ou se tiver mais tempo, fazer exercícios físicos  com muito prazer.;4.0;jan de 2016
lugar extremamente bonito e bem cuidado, contudo tem pouco a oferecer para além da estufa. é proibido bicicletas, skates, animais, pic-nic etc, o que não atrai muito. é um passeio rápido.;4.0;set de 2016
Jardim muito bem cuidado dá pra fazer fotos lindas. Procure visitar pela manhã ou no final da tarde para que as fotos não fiquem estouradas.;5.0;jan de 2016
Linda arquitetura e um jardim maravilhoso, um belo passeio para famílias principalmente com filhos pequenos. ;4.0;dez de 2015
um lugar lindo de se conhecer,muito arborizado,otimo pra passar o dia com a familia. excelente pra fotos .;5.0;set de 2016
Passeio com vários lagos bom pra passeio de bicicleta e escurçoes escolares. Recomendo. Tb leve a família amigos e conhecidos um ótimo passeio ao ar livre;4.0;fev de 2016
Local muito agradável, mas está um pouco abandonado. Já visitei no passado e a conservação do local estava melhor.;4.0;ago de 2016
Jardins maravilhosos e um acervo fantástico. Busque informações antes de visitar, pois o local é grande e muitos acabam visitando apenas o jardim principal. ;5.0;set de 2016
Um ótimo passeio familiar, ou romântico, pois une beleza natural, diversão e romantismo. Os jardins estão sempre impecáveis e a beleza da estufa encanta. ;5.0;set de 2016
Ótimo lugar ao ar livre para passear em dias de sol. Os campos de flores, sebes, lagos e o monumento que é cartão postal da cidade são um show à parte.;5.0;set de 2016
Muito bom para relaxar, ler um bom livro, registrar algumas fotos e passar o dia conhecendo algumas espécies de plantas.;5.0;out de 2015
Quem é um bom admirador de arte e natureza não pode deixar de visitar esse Jardim, que além de lindo é bem cuidado.;5.0;out de 2015
Jardim bem cuidado, seguro, excelente para fotos, tem estacionamento intern gratuito e linha de conveniência, fotos ficam maravilhosas. ;5.0;set de 2016
Local extremamente bonito e bem conservado. Impossível pensar em estar em Curitiba e não visitar o Jardim Botanico.;5.0;mai de 2016
A beleza do jardim Botânico de Curitiba é impressionante. Belos recantos com flores para embelezar ainda mais o local. Excelente lugar para desfrutar de bons momentos e aproveitar para tirar belas fotografias. Imperdível !;5.0;dez de 2015
Local criado para acolher visitantes de todo mundo com sua arquitetura singular, seus jardins sempre floridos e bem cuidados.Ponto  turístico imperdível....;5.0;set de 2016
Local sempre deslumbrante que vale a visita em família, com amigos ou apenas para um passeio.Fácil acesso com estacionamento gratuito que reúne natureza, local para curtir belas paisagens e apreciar um belo pôr do sol.;5.0;set de 2016
Estive nesse cartão postal curitibano dia 9 de setembro de 2016, e além de não pagar a entrada é uma parada obrigatória, vale muito à pena conhecer, recomendo a todos. O clima ameno e agradável desse lugar rendem belíssimas fotos, sem falar na loja de souvenirs e no charmoso café também dentro do jardim.;5.0;set de 2016
Lugar bastante agradável para um passeio em dia ensolarado. Bem cuidado, tem estacionamento, gramados enormes pra ficar sentado, esperando o tempo passar;5.0;ago de 2016
Curitiba é mestra em parques mas o Botânico é sensacional....Faz muitos anos que estive lá mas além de ter passeado ainda vi uma exposição linda! Casamento perfeito, cultura, natureza e urbanismo!;5.0;dez de 2015
Além de ser um lindo e maravilhoso ponto de referência turística, tem muitos pokestóps para os turistas mais jovens aproveitarem;5.0;set de 2016
Belo lugar para sair em: família, casal, amigos, enfim... vale muito a pena! Limpo, e extremamente lindo.;5.0;set de 2016
Ótima localidade, ambiente para um bom passeio de final de semana, e turismo para visitantes. Recomendo.;5.0;jul de 2016
Um dos jardins mais lindos do Brasil, o clima ameno remete a sensação de estar em outro país, muitas flores tornam desse lugar um belo cartão postal.;5.0;jun de 2016
Lugar perfeito para ir com a família e amigos a qualquer tempo, em especial em dias ensolarados. Maravilhoso.;5.0;set de 2016
Lugar familiar e tranquilo, as pessoas usam para fazer atividades ao ar livre. Paisagem incrível. As fotos ficam lindas. Vale a visita.;5.0;set de 2016
Jardim Botânico , uma bela arquitetura , sua localização em um belo parque com extensa área verde .Na sua parte interior contém diversas amostras de plantas , por ser rodeado todo de vidro há uma beleza que podemos apreciar ao olhar para fora .A sua volta há um belo jardim de flores coloridas;5.0;set de 2016
Ótimo ambiente, familiar, para fazer piquenique ou apenas dar uma volta. Ótimo para fotos. Cheio aos finais de semana e feriados a tarde. Mais tranquilo nos dias de semana.;5.0;set de 2016
Um passeio gratuito e imperdível emcuritiba. Um lugar para apreciar a natureza, curtir um sol no gramadão, se encher de paz e até tomar uma cerveja artesanal. ;5.0;ago de 2016
Certamente o Jardim Botânico é a atração mais famosa da cidade, e vale sim a visita. No entanto, está mais para um parque do que para um jardim botânico, pois não tem muitas áreas com mata nativa. De qualquer forma, a paisagem com a estufa de fundo rendem boas fotos e lembranças.;4.0;ago de 2016
Dependendo do dia não vai conseguir vaga para estacionar, tente as ruas paralelas, sempre tem vagas.O lugar é lindo, calmo, crianças correm e brincam tranquilamente enquanto os pais observam.Não tem som alto, apenas o ruido das pessoas e os som da natureza.Há pessoas fazendo piquenique, outras lendo livros deitados na imensidão verde e plana.Mas o comum mesmo são adultos e crianças brincando no aplicativo Pokemon go. ;5.0;set de 2016
Já estive em outras oportunidades, mas desta vez fiquei um tanto quanto decepcionado com o descuido. A prefeitura precisa urgentemente tomar providências, pois se trata de um dos cartões postais da cidade.;3.0;out de 2015
Um local tranquilo , calmo , bonito , limpo , agradável , aonde se podem apreciar inúmeras espécies vegetais e fazer belas fotos!;4.0;ago de 2016
Se tiver sol, o local é quente demais, local aberto demais, pouco ARBORIZADO, Vale a pena olhar, mas não tem muita estrutura para ficar no local.;3.0;ago de 2016
ótimo pra quem tem crianças e seguro para seu carro, amplo, arejado, bom para exercicios e fotos, fica próximo do centro. ;4.0;abr de 2016
Um passeio muito bacana, Curitiba é uma cidade muito bela e bem cuidada. Realmente encantadora, sempre quis conhecê-la e amo demais esse lugar.;5.0;out de 2015
Lugar lindo, fácil acesso ideal para caminhadas, meditação, para quem aprecia arte, arquitetura e natureza. A estufa de plantas é belíssima, Lago, trilhas... Vale a visita certamente, não esqueça sua máquina fotográfica.;5.0;jun de 2016
Uma area de lazer maravilhosa. O Jardim Botânico tem uma area verde extensa com um jardim maravilhoso. Ideal para passar uma tarde com a familia.;4.0;ago de 2016
Recomendo otimo lugar apaixonante!!Entrada gratuita sem dizer a paz de espírito que nos passa!!*__________;5.0;ago de 2016
Bom para passeios ao ar livre, piqueniques ou para descansar conversando com os amigos. A estufa principal é linda e ainda tem os jardins, mas achei que não é tudo o que falam, esperava um jardim bem maior, com mais canteiros e variedade. Possui jardim sensorial, que é interessante para quem não conhece e para conectar mais as pessoas à natureza. No dia em que visitei estava acontecendo uma exposição de gravuras, lindas, com coquetel.;4.0;nov de 2015
Um lindo lugar que vale a pena conhecer. Estando em Curitiba é um passeio obrigatório. O ponto forte é o famoso Palácio de Cristal que fica bem no meio do parque, uma linda estrutura arquitetônica em ferro e vidro que abriga muitas plantas. O Jardim Botânico é muito bem cuidado, todo florido e com várias espécies do reino vegetal, com sua origem e classificação. Particularmente interessante são as cerejeiras do Japão que, nessa época, apresentavam-se com seus frutos (não comestíveis) como mini cerejas. Apresenta-se também com um lindo lago, caminhos para corridas ou caminhadas. Uma ótima pedida para passear com toda a família!!!;4.0;set de 2016
Reserve pelo menos de 1-2hs para caminhar pelos jardins e curtir a natureza no centro da cidade. Vale a pena.;5.0;set de 2016
O Jardim Botanico é enorme, portanto se prepare pra andar bastante. Muito bem cuidado, e aparentemente bem seguro. Vá em dias ensolarados.;5.0;jul de 2016
Beleza indescritível, lugar perfeito para descansar e contemplar a natureza que por sinal e linda nesse local, com muito verde e flores de variadas cores. Recomendo.;5.0;jun de 2016
Um lugar muito lindo, estava um dia super ensolarado, lugar para relaxar e passear com amigos e família.;5.0;nov de 2015
Muito bonito. Um dos cartões postais da cidade. Fomos pela manhã, sol quente, muitoooo vendo atípico, o que atrapalhou um pouco a visita, mas retornamos no final da tarde e podemos apreciar bemmm melhor, conhecer, fazer uma caminhada, tirar boas fotos.;5.0;set de 2016
Moro em Curitiba e quando falo sobre a primeira coisa que me perguntam é do Jardim Botânico. Ótimo lugar para levar as crianças, pois tem grandes gramados e jardins, pista de skate, quadras e além de tudo uma grande estufa perfeita para tirar fotos. Quando vou lá fico admirando os prédios ao seu redor, as flores muito bem organizadas e seu gramado verdinho. É um dos melhores entre os milhares de parques em Curitiba.;5.0;set de 2016
É muito legal leve uma canga e se quiser deitar na grama como todos fazem a várias plantas dentro do Palácio de Cristal a cascata de água espelhadas também é uma novidade magnífica;5.0;set de 2016
Um dos pontos turisticos de Curitiba. Ótimo local para passeio e prática de esportes. Ótima manutenção do parque, muito lindo e sempre limpo. Vale muito a pena;5.0;jul de 2016
Uns dos melhores,  se não o melhor lugar para passar horas agradáveis olhando o que há de mais belo da natureza, bale a pena conferir ;5.0;abr de 2016
O parque é lindo e o edifício da estufa é digno de visitações, porém estão um pouquinho abandonados. Há uma série de reparos necessários tanto no edifício quanto na área do parque.;4.0;set de 2016
Local LINDO, muito bem cuidado. Seus jardins são, nos mínimos detalhes, perfeitos, a estufa seu ponto alto!;5.0;abr de 2016
Em meio a natureza, o jardim botanico de curitiba é uma ótima pedida para passar o dia. Lugar incrível!!;5.0;out de 2015
"AmoooooIr à Curitiba e não conhecer o "" Jardim Botânico "" Você não esteve em CuritibaVale a pena!Curitiba é tudo de bom.com";5.0;set de 2016
Muito bonito, indicado para famílias. Amplo espaço para passear, lanchar, etc... Segurança muito boa.;5.0;mar de 2016
O Jardim Botânico de Curitiba tem uma perspectiva central muito bonita com os jardins, inspirados nos jardins franceses, muito bem cuidados com pássaros passeando nos canteiros com muitas flores. O Centro de Exposições está localizado junto a um lago com muitos peixes, patos, cisnes, tartarugas e aves, e que tinha uma exposição de orquídeas que era muita fraca. O Jardim é muito frequentado pela população que o aproveita para exercícios físicos, uma vez que os percursos e distâncias estão devidamente assinalados, por famílias e crianças e por adolescentes embrenhados nos seus celulares procurando Pokémons.  . ;4.0;set de 2016
diferente de outros parques de Curitiba, nos finais de semana o Botânico é tranquilo e bem familia. Nao tem jovens com som alto perturbando a paz. ;5.0;mai de 2016
Com certeza, esse ponto é o mais o famoso de Curitiba e até internacionalmente, pois abriga inúmeras espécias da fauna da mata atlântica.É um espaço muito bom para caminhadas e outras atividades com a família e bichinhos de estimação.;5.0;set de 2016
"Quase como uma grande praça, rodeada de flores da estação, com uma armação ""tipo"" estufa onde se encontram varias espécies de plantas.";3.0;dez de 2015
Excelente lugar para passar uma tarde com sua família, também é um lugar muito procurado para fazer fotos! fica muito bonito!;5.0;set de 2016
O Jardim Botânico é um local de utilização dos moradores  de Curitiba e para os visitantes como ponto turístico imperdível para quem vem a nossa Cidade. Nós moradores utilizamos para caminhar e fazer alongamento em lugar equipado perfeito para unir a pratica com a beleza natural ...;4.0;ago de 2016
Excelente. Ótimo local para fotos e passeio. Local limpo, agradável, com lanchonete, loja e banheiros ok.;5.0;set de 2016
Quando você chega no Jardim Botânico fica maravilhado, o lugar é realmente lindo! Várias flores (sempre as da estação) a estufa também é linda, porém é mais bonita de fora do que de dentro. Dentro da estufa só tem algumas plantas nada espetacular. Mas o Jardim não se resume a só isso, é enorme, e vemos livremente os animais, como peixes, tartarugas, cotia, e pássaros. Para as crianças é uma diversão! Super indico.;5.0;set de 2016
Lindo demais, no meio do cidade voce encontrar uma riqueza da natureza dessa não tem preço. As cores das diversas flores enchem nossos olhos. Rende belas fotos.;5.0;fev de 2016
Lugar lindo, porém se você for de carro, vai ficar horas esperando e se estressado até conseguir uma vaga para estacionar.;3.0;ago de 2016
O Jardim Botânico é um ótimo lugar para passear e tirar lindas fotos.Tem uma visão bonita de Curitiba.;5.0;set de 2016
Um lugar que vale a pena conhecer, a arquitetura é muito bonito, possui vários tipos de vegetação típica.;5.0;set de 2016
Que lugar lindo! 😍😍 Muitas flores e muito verde, ar frio e goostoso... Delícia! Super vale a pena ir visitar, conhecer a tira e fotos. Se tiver tempo... fazer um piquenique! 😉😘;5.0;set de 2016
Que lugar maravilhoso, é imperdível. Muito lindo, agradável, limpo, parece muito os parques franceses. Ótimo lugar pra fotografar, se exercitar, relaxar.;5.0;mai de 2016
Lugar super bem cuidado, tranquilo, limpo, onde pode-se ver tanto jovens na beira do lago com os amigos ou pessoas mais velhas passando tempo;5.0;out de 2015
Visitar Curitiba e não conhecer o Jardim Botânico é deixar de ter contato com um dos melhores parques (espaços públicos) da cidade. Toda a área merece visitação, e não somente a famosa estufa que se destaca no ambiente. Há trilha para caminhadas. Ao lado do Jardim, junto ao lago, há um espaço próprio construído em madeiras roliças de eucalipto e onde normalmente existem exposições. Não dá para perder.;5.0;ago de 2016
A pista de caminhada é altamente técnica, com trechos planos, descidas e subidas. Ótimo local para fotos familiares.;5.0;set de 2016
Ambiente agradável, muito bem cuidado, tem seguranças. Ótimo para fazer um piquenique, tirar fotos. Passear com a família, levar os filhos. Ótimo pra climas românticos e passear com a namorada. Muito bem frequentado, muitos turistas e pessoas de bem com a vida. O lugar que eu mais gosto na cidade.;5.0;set de 2016
Bommmmmmm demais, um lugar tranquilo para um passeio com a família, pensar na vida e relaxar. Um ambiente propício para fotos e caminhadas ao ar livre. ;5.0;jul de 2016
Um lugar tão lindo sem um banheiro decente para os turistas que vem de todos os lugares para visitar nossa maravilhosa Curitiba.;1.0;set de 2016
A visita ao jardim botânico de Curitiba é obrigatório. Vale a visita a estufa de vidro e ao jardim das sensações.;5.0;ago de 2016
Estivemos no Jardim Botânico em Curitiba, lugar muito bonito com grande área verde é super bem cuidado. Muito visitado pelos turistas. Vale a pena conferir.;4.0;set de 2016
Parque amplo que além de curtir a natureza também pode se praticar esportes. Para os turistas local ideal para tirar fotos de cartão postal.;4.0;jan de 2016
Recomendo o passeio que já tradição em Curitiba. Belos jardins lembrando os jardins de castelos franceses, estufa com espécies de plantas.;5.0;fev de 2016
O local como um todo é muito bonito. Foi muito bem planejado o jardim com as flores, coloridas, uma bela visão em um dia de sol. Dentro do local de vidro, não há nada demais, apenas plantas e dois andares para dar volta em 1 minuto, literalmente. A vista externa então, que é a mais usada como cartão postal, é o que vale o passeio, para fotos. Acredito ser bacana sentar na grama e relaxar, mas estava no ônibus turístico e não aproveitei nesse sentido. Se quiser tirar uma boa foto, vá lá. Não há amolação, tirando os vendedores de passeios turísticos de outras agências.;4.0;set de 2016
Mesmo sendo clichê, o jardim Botânico de Curitiba é com certeza uma das mais lindas atrações da cidade. Cheio de árvores com flores lindas (tem muita cerejeira) e sempre com bastante gente. O que eu mais gostei foi o fato do Jardim Botânico ser mais do que um ponto turístico bonito, mas principalmente como é um local de descanso e lazer para os curitibanos.;5.0;out de 2015
"Encantada com a beleza deste lugar. Lindas flores, prepare o celular ou câmera, com certeza fará lindas fotos. Entrada gratuita...vá com tempo para apreciar a beleza e a natureza do lugar. Para chegar, caso não esteja de carro, existe transporte público para os turistas, chama-se ""Jardineira"", compra o tickt para parar nos pontos turísticos,não deixe de ir!!";5.0;set de 2016
Principal cartão posta da cidade de Curitiba. Eu não aconselharia pegar a linha turismo, no caso do Jardim Botânico, pois fica próximo do centro da cidade e pegar um ônibus de linha normal pode ser mais proveitoso, pois é um local muito grande e bonito e duas horas lá passam rapidinho, quando eu fui separei uma tarde e depois fui tomar um Chop no Bar do Alemão no centro histórico. Fui em maio de 2015.;5.0;out de 2015
Aos sábados as 10:00 horas geralmente quando o tempo está bom, um pessoal ensina a Yoga ao ar livre, muito relaxante, uma energia muito boa.;5.0;set de 2016
Lugar maravilhoso, o maior ponto turístico da cidade. Ar fresco, beleza natural, educação espetacular, toda 100.;5.0;jul de 2016
Lugar perfeito para passear com amigos, família, namorado.. Quem for para curitiba deve conhecer o Jardim Botanico;5.0;set de 2016
Ótimo para pegar pokemon. \o hahahahaO lugar é seguro, pude andar com o celular na mão pegando pokemon junto com outras 200 pessoas. rsBrincadeiras a parte, o Jardim Botânico é muito bacana, lugar ideal para um piquenique.;4.0;ago de 2016
Lugar muito bonito e agradável para praticar esportes e também para sentar no fim da tarde. Vale a pena o passeio;5.0;set de 2016
O parque onde está o Jardim Botânico de Curitiba é extenso e muito bonito. Vindo a Curitiba não tem como deixar de conhecer esse cartão postal! São várias entradas para o parque e para conhecer todos os cantos desse lugar existem passarelas suspensas que fazem a diversão dos pequenos. Em meio a muita natureza e uma grande diversidade de plantas vc adulto se diverte e com certeza garante a diversão da garotada. No local tem duas lojas que vendem lembranças da capital paranaense. Os preços são meio salgados, mas, não tem como deixar de levar um souvenir para quem se ama.;5.0;jul de 2016
Não paga entrada, nem estacionamento, sempre muito cheio, vale a pena ir de ônibus da linha turismo, muito bonito e organizado, use tênis confortável, leve água e barra de cereais, lugar grande e bom para caminhadas.;5.0;set de 2016
Local muito bonito, sempre muito cheio nos dias de sol. Passeio teoricamente rápido, não tem muito coisa para ser vista. Para quem gosta de caminhar pode ser um bom local.;4.0;set de 2016
Excelente qualidade deste parque,  bom para caminhadas ao redor,  trilha 1,2 km pra corrida com sombra,  lanchonete,  banheiros limpos,  espaço grande e belo  para admirar por do sol e relaxar, belíssimos jardins,  lagos,  plantas ornamentais,  etc;5.0;ago de 2016
É mais dos cartões postais de Curitiba que não pode ser deixado de lado por qualquer turista, então se você vêm a Curitiba,essa é uma parada obrigatória.;5.0;mai de 2016
O Jardim Botânico já foi referencia de local turístico em Curitiba , contudo o descaso de nossos governantes míopes, levam o Belo Jardim Botânico ao  semi abandono ! A estufa principal merecia estar com pintura e vidros novos. Não  dispõem de segurança nem da PMPR, nem da Guarda Municipal.  Falta também guias devidamente trajados e identificados, para esclarecer sobre as plantas ali expostas ! Enfim , sem querer politizar esse espaço fantástico de compartilhamento de experiências, quero dizer que como Curitibano tenho vergonha de dar nota máxima, contudo  vale o passeio,  pois a vista  é linda,  e o povo Curitibano é sempre amável e prestativo.;4.0;set de 2016
lugar sensacional para um bom passeio em família e com amigos...muita paz e tranquilidade para o espírito.;5.0;mar de 2016
Um parque muito bonito e arborizado, ideal para passear com a familia. Tem uma area de botânica com varias especies de flores e arvores.;5.0;nov de 2015
Muito bom o lugar para quem gosta de fazer caminhadas, ter contato com a natureza e tirar fotografias incríveis.;4.0;jul de 2016
é um parque gratuito, tem lanchonetes, banheiros, exposição de flores, o jardim sempre muito bem cuidado e limpo.;5.0;set de 2016
O Jardim Botânico de Curitiba é muito bem cuidado e excelente para fotografias, principalmente em dia de sol.Possui uma pista de corrida/caminhada que é bastante utilizada pela população local.O ponto de apoio do restaurante/lanchonete deixa um pouco a desejar, mas é um lugar ótimo para um piquenique em família.;4.0;ago de 2016
Ótimo para passear um pouco e passar k dia fazendo piqueniques ou simplesmente sentar na grama para admirar a beleza do parque.;5.0;set de 2016
dá pra ir sozinho, acompanhado, com família em turma, é bem aconchegante, uma visitação não muito demorada para caminhar e respirar o ar puro...;4.0;out de 2015
Ótimo lugar para passar tempo com a família. Pode ser com um bom picnic, jogos, brincadeiras ou simplesmente relaxar.;5.0;set de 2016
imponente, com sua estufa de vidro, o jardim botânico de curitiba é ponto obrigatório para visitarem curitiba.;5.0;ago de 2016
Sempre visito Curitiba e este é um ponto de parada obrigatória. Já estive outras vezes no local mas desta vez foi em um feriado, o que não é legal quando se quer privacidade para tirar boas fotos, fora isto, recomendo. As flores são trocadas periodicamente, então cada visita é uma foto diferente !;5.0;set de 2016
Local lindo limpo e com muita segurança. Excelente para passar o dia com a família e desfrutar bons momentos.;5.0;set de 2016
Além de ver a estufa que mantem o clima para conservar as plantas da floresta atlântica, você poderá ver um vasto jardim muito bem cuidado e um espaço amplo com muito verde e lagos para fazer caminhada, piqueniques... Possui banheiros e bebedouros públicos.;5.0;set de 2016
Achei lindo, não paga pra entrar, vale muito a visita. O ônibus verde do tour visita todos os pontos turísticos, inclusive o Jardim Botânico.;4.0;set de 2016
Maravilhoso.. especialmente quando as cerejeiras estão floridas... lugar gostoso pra caminhar... admirar. .. fazer um piqniq.;5.0;set de 2016
O Jardim Botânico é um lugar muito agradável para passear, praticar exercícios físicos (nos finais de semana tem Yoga aberta para todos, no entanto tem que checar horário e dia certinho), relaxar e aproveitar. É um ótimo passeio nos dias ensolarados de Curitiba. Tem um estacionamento médio, um lugar para comprar lanches e sorvetes (um pouco caro), lojinha de souvenir e centro de informações.;5.0;set de 2016
Um parque lindo muito bem cuidado, bem organizado e bem frequentado. As flores do jardim principal estavam lindas e bem cuidadas, igualmente a estufa, muito bem cuidada e limpa.;5.0;set de 2016
maravilhoso lugar lindissimo um jardim impecavel flores bem cuidadas tudo perfeito quem visitar curitiba nao deve deixar de visitar;5.0;set de 2016
Exercícios com uma linda vista, estacionamento pequeno e gratuito. Ambiente familiar. Vale a pena conhecer;5.0;set de 2016
Muito lindo, limpo, florido! Um parque maravilhoso para visitar e passar algumas horinhas seja com o namorado, com a família ou os amigos. Tem a casa de vidro que é lindíssima, um lago, além de uma área verde com pistas de corrida e muito espaço verde, arborizado, p aproveitar. Recomendadíssimo!;5.0;set de 2016
Lugar muito gostoso e lindo, com várias plantas para conhecer, muito bom para passear com a família. ;5.0;set de 2016
O melhor ponto turístico de Curitiba, ambiente agradável para passear, fazer picnic. Muito bonito local, ótimo para fotos.;5.0;ago de 2016
Lindo lugar, feito pra apreciar com calma e aproveitar cada momento. Vá de tênis. Homem e natureza convivem em perfeita harmonia.;5.0;set de 2016
Parque muito bonito, merece a visita. Apesar de ser bastante frequentado nos finais de semana é bastante amplo não causando grandes transtornos, exceto o estacionamento que é limitado.;5.0;set de 2016
O Jardim Botânico é realmente lindo, vale a pena a visita. Você consegue fotos especiais nesse local.;5.0;set de 2016
Adorei conhecer o Jardim Botânico, a entrada com um jardim todo florido é maravilhoso, o parque é bem grande, muita gente correndo, fazendo pic nic, criança andando de bicicleta. Ótimo passeio para um domingo ensolarado, e é gratuito.;5.0;set de 2016
Lugar simplesmente espetacular!!!  A estufa abriga plantas características da floresta atlântica do Brasil!!!;5.0;set de 2016
Um local bonito e bem agradável para passear em família. Por ser um ponto turístico estava com muitas pessoas. Possui banheiros e bebedor. ;5.0;set de 2016
Quem está passando por Curitiba não pode deixar de conhecer! Fantástica atração para passear e discançar.;5.0;jun de 2016
O lugar é um dos pontos turísticos da cidade. É muito bonito, limpo e organizado. Vale a visita em dia de sol. Ideal para ir com a família, tirar fotos. Legal levar uma toalha, ou um tecido para colocar na grama, sentar e aproveitar o dia. Lá tem várias coisinhas pra comer e tomar. Recomendo para passar um dia de tarde. ;5.0;set de 2016
Lugar lindo para passear, apreciar a natureza, tirar fotos. Cartão postal de Curitiba. Jardins lindos e decorados.;5.0;nov de 2015
Local gostoso para passear ainda mais se o clima estiver agradável, bonitas plantas flores , ambiente tranquilo, bom para diversificar o dia , mais apenas bonito nada de fantástico ;4.0;set de 2016
Muito bonito, com natureza e alguns animais.O único problema é o estacionamento pequeno. Muito cuidadores no local.;5.0;set de 2016
Lugar ótimo pra admirar as flores e a natureza. Belos cenários,  fácil acesso. Flores lindas e muitos passaros. ;4.0;set de 2016
Sempre agradável passear pelo Jardim Botânico, se deliciar com o ambiente extremamente agradável e seguro que propicia. ;4.0;ago de 2016
É um lindo parque, principal de Curitiba. Fácil acesso. Ideal para tirar fotos e só. Não tem muitos atrativos;3.0;set de 2016
Lindo o lugar, passeio obrigatório para família, o ônibus turístico deixa na porta. Vale muito a pena conhecer;5.0;out de 2015
Estava esperando mais.. achei um lugar legal pra tirar fotos com cheiro maravilhoso..Mas no mais, estava esperando classificação das plantas e outra espécies.;4.0;set de 2016
O parque é realmente o cartão postal da cidade. maravilhoso para tirar fotos. A estufa abriga especies de plantas exóticas, há espaço para caminhadas, uma espécie de museu com esposições e o jardim tátil onde podemos sentir as plantas. Lago agradavel para sentar em volta na grama e curtir a natureza. Aos fins de semana fica bem cheio e é difícil para estacionar.;5.0;fev de 2016
Vale a pena visitar este lindo Jardim Botânico, riquíssimo da flora brasileira. local ideal para tirar muitas fotos.;5.0;set de 2016
Vale a pena, tanto pra quem quer ter apenas uma lembrança e tirar as fotos clichês de turistas quanto pra quem tem um tempo maior, parque limpo, bonito, organizado, sensação maravilhosa de ar puro... Excelente para um piquenique com amigos, caminhada belíssima, belas plantas, flores e animais de pequeno porte;5.0;abr de 2016
Muito bonito e organizado, inclusive com exposições, muita gente da cidade vai para relaxar, fazem piquenique no parque.Show de bola!;5.0;set de 2016
Perfeito para caminhar, ver as flores e deitar na grama para relaxar em dias ensolarados. Recomendo a ida.;5.0;set de 2016
Parque muito bem cuidado com jardins encantadores e,  apesar de ser gratuito,  é bem frequentado. Por ser o principal ponto turístico de Curitiba esperava um pouco mais... Mas sem dúvida é uma visita obrigatória. ;4.0;set de 2016
Esse é um dos cartões postais de Curitiba, muito bonito e vale muitoo a visita. Quem vai em Curitiba e não conhece o Jardim, não foi em Curitiba.;5.0;set de 2016
Lugar muito bonito e tudo muito bem conservado. Cada canto, cada parada rendem muitas fotos, desde a imponente estrutura, os jardins bem desenhados até as mais pequenas flores. A explosão de cores e seus contrastes são de encher os olhos.;5.0;set de 2016
Pegue o onibus que passa pelos parques e pontos turísticos e faça um passeio inesquecível por Curitiba.;5.0;fev de 2016
Excelente parque para praticar corrida, com altimetrias variadas e sempre uma vista bonita. Tem um salão de exposições de flores que vale sempre a visita.;4.0;set de 2016
Excelente lugar para passeio ao ar livre, muito organizado e limpo, as pessoas são bem educadas. Vale muito a pena esse passeio.;5.0;set de 2016
Pensava que era realmente um jardim botanico, mas é apenas um parque onde todos entram, andam pela grama, na estufa sem condiçoes de entrar pois não há controle de pessoas entrando.;3.0;ago de 2016
Nunca vi algo tão lindo. Fiquei encantado com tamanha beleza do lugar. Super recomendo conhecer. Não é a toa que é o número 1;5.0;set de 2016
Decidimos fazer a nossa corrida no dia do feriado de 7 de setembro e estava um dia lindo. Estava ventando mas com um sol lindo. Várias pessoas caminhando, tirando foto, fazendo piquenique, reunidos com a familia. É um lugar gostoso para curtir a natureza e visitar um dos cartões postais mais lindos de Curitiba. ;5.0;set de 2016
É tudo tão limpo, tão lindo.Fui com a minha família e é um lugar ótimo para recreação.Amei muito, as fotos ficam perfeitas.;5.0;out de 2015
Parque muito bonito, bom tanto para quem quer se exercitar quanto para quem quer dar uma volta e tirar boas fotos.;4.0;set de 2016
O Jardim é maravilhoso, para os apreciadores de fotografias dá pra tirar fotos sensacionais. Tem bastante sombra nos arredores pra quem quer descansar e contemplar a vista.;5.0;abr de 2016
Jardim imenso, repovoado com animais que ocupavam a região antes da urbanização do local. Muitas espécies vegetais, variando entre nativas e de diversas regiões do mundo. Vale cada minuto da visita. Recomendo ainda conhecer o Jardim das Sensações, pedacinho do jardim botânico onde você pode apreciar aromas, texturas e cores de folhas e flores!;5.0;set de 2016
